nome;tamanho_populacao;taxa_crossover;taxa_mutacao;tempo;estado;valor;tamanho
P1;30;0.95;0.2;0.09387516975402832;[0, 2, 1];13;19
P3;30;0.95;0.2;0.1021265983581543;[0, 1, 3, 2];25;35
P4;30;0.95;0.2;0.13682770729064941;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.95;0.2;0.1454613208770752;[1, 1, 1, 2, 1, 1, 0, 1, 6];46;57
P8;30;0.95;0.2;0.15786314010620117;[2, 0, 2, 0, 0, 0, 1, 1, 1];113;119
P9;30;0.95;0.2;0.157456636428833;[0, 0, 3, 0, 0, 0, 1, 1, 1];112;120
P11;30;0.95;0.2;0.09387636184692383;[0, 2, 1];108;110
P14;30;0.95;0.2;0.3029189109802246;[0, 1, 1, 4, 0, 1, 1, 7, 1, 0, 0, 0, 0, 0, 1, 1];117;137
P17;30;0.95;0.2;0.2060995101928711;[162017, 143730, 168518, 283383, 11086, 456164, 153688, 86348, 170887, 133543, 78436, 24898, 53335, 36639];9270719;13052180
P20;30;0.95;0.2;0.17525219917297363;[1509374, 720252, 589164, 812906, 609892, 1766021, 414434, 363349, 168893, 223911, 214971];24371808;40433495
P1;30;0.95;0.3;0.09531164169311523;[0, 2, 1];13;19
P3;30;0.95;0.3;0.10196900367736816;[2, 1, 3, 2];27;41
P4;30;0.95;0.3;0.13707995414733887;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.95;0.3;0.14553332328796387;[0, 1, 1, 2, 1, 1, 1, 1, 5];46;58
P8;30;0.95;0.3;0.1584925651550293;[2, 2, 1, 0, 0, 0, 1, 1, 1];113;120
P9;30;0.95;0.3;0.15814733505249023;[4, 4, 0, 0, 0, 0, 0, 0, 2];112;120
P11;30;0.95;0.3;0.09524941444396973;[0, 2, 1];108;110
P14;30;0.95;0.3;0.3020477294921875;[2, 2, 2, 0, 0, 2, 0, 0, 5, 1, 0, 0, 0, 0, 1, 1];116;138
P17;30;0.95;0.3;0.2057056427001953;[29399, 185843, 181800, 292648, 151128, 371331, 87204, 431869, 209495, 67983, 84164, 56680, 48492, 35795];9444435;13888658
P20;30;0.95;0.3;0.17571425437927246;[612514, 753003, 547472, 848970, 731133, 1760450, 792972, 319803, 283906, 172288, 212628];25017273;40611242
