nome;tamanho_populacao;taxa_crossover;taxa_mutacao;tempo;estado;valor;tamanho
P17;10;0.85;0.3;0.03947281837463379;[321300, 184058, 71765, 296366, 158540, 349231, 141793, 47022, 182679, 135427, 74738, 46744, 43740, 34653];9124552;13682664
P20;10;0.85;0.3;0.03411531448364258;[1262706, 473501, 609890, 909562, 378557, 2104201, 578003, 401265, 260935, 218061, 127791];23700033;38750076
P1;10;0.95;0.1;0.017473459243774414;[0, 2, 1];13;19
P3;10;0.95;0.1;0.019101858139038086;[2, 1, 2, 2];22;34
P4;10;0.95;0.1;0.025458335876464844;[0, 1, 0, 2, 2, 0, 2, 1];38;53
P6;10;0.95;0.1;0.02764272689819336;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;10;0.95;0.1;0.03132772445678711;[2, 0, 2, 0, 0, 0, 1, 1, 1];113;119
P9;10;0.95;0.1;0.03137516975402832;[2, 0, 0, 1, 0, 0, 1, 1, 1];112;119
P11;10;0.95;0.1;0.017499208450317383;[0, 2, 1];108;110
P14;10;0.95;0.1;0.06940507888793945;[0, 1, 0, 4, 0, 1, 1, 5, 0, 1, 0, 1, 0, 1, 0, 1];116;138
P17;10;0.95;0.1;0.03811502456665039;[425868, 170077, 197699, 291846, 136709, 55904, 164285, 224380, 191133, 94584, 77970, 54850, 29333, 35954];9040420;13832027
P20;10;0.95;0.1;0.03206324577331543;[692907, 694854, 523999, 1034252, 673953, 1707298, 726458, 173938, 182726, 201982, 171468];22672264;37092720
P1;10;0.95;0.2;0.01773667335510254;[0, 2, 1];13;19
P3;10;0.95;0.2;0.01910114288330078;[2, 2, 1, 3];24;37
P4;10;0.95;0.2;0.02642655372619629;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;10;0.95;0.2;0.027706146240234375;[1, 1, 1, 2, 1, 1, 2, 0, 6];46;58
P8;10;0.95;0.2;0.03214764595031738;[0, 3, 1, 0, 2, 0, 1, 0, 1];112;119
P9;10;0.95;0.2;0.032231807708740234;[1, 3, 0, 0, 0, 0, 1, 1, 1];110;116
P11;10;0.95;0.2;0.017759323120117188;[0, 2, 1];108;110
P14;10;0.95;0.2;0.07126450538635254;[0, 1, 1, 4, 1, 1, 0, 2, 5, 0, 0, 0, 0, 0, 1, 1];116;137
P17;10;0.95;0.2;0.037735939025878906;[85714, 154410, 188210, 346307, 22010, 29469, 139930, 584352, 276207, 117688, 86976, 48773, 41195, 28300];9175841;13309901
P20;10;0.95;0.2;0.03277277946472168;[1046866, 695188, 534358, 832377, 741490, 1828373, 756006, 33403, 300163, 216023, 173763];23226105;38899651
P1;10;0.95;0.3;0.018140554428100586;[0, 2, 1];13;19
P3;10;0.95;0.3;0.019372224807739258;[2, 0, 3, 3];26;39
P4;10;0.95;0.3;0.025811195373535156;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;10;0.95;0.3;0.027298688888549805;[1, 1, 1, 0, 2, 0, 1, 1, 6];47;56
P8;10;0.95;0.3;0.031934261322021484;[0, 0, 0, 0, 1, 0, 1, 1, 1];117;120
P9;10;0.95;0.3;0.03262591361999512;[2, 2, 1, 1, 1, 0, 0, 1, 1];105;120
P11;10;0.95;0.3;0.018014907836914062;[1, 1, 1];103;105
P14;10;0.95;0.3;0.06867146492004395;[1, 0, 2, 0, 0, 1, 2, 7, 2, 0, 0, 0, 0, 0, 1, 1];115;136
P17;10;0.95;0.3;0.03848147392272949;[456291, 229707, 158801, 47623, 10836, 439368, 169204, 690667, 267100, 86335, 77248, 16019, 51763, 17423];9052243;13783976
P20;10;0.95;0.3;0.032919883728027344;[1023438, 745139, 495115, 895353, 549425, 1010063, 238295, 455128, 283097, 202828, 169262];23181986;37336051
P1;20;0.75;0.1;0.0512852668762207;[0, 2, 1];13;19
P3;20;0.75;0.1;0.05480051040649414;[2, 2, 2, 1];23;36
P4;20;0.75;0.1;0.0751957893371582;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.75;0.1;0.07959604263305664;[0, 1, 0, 2, 1, 1, 2, 1, 6];46;57
P8;20;0.75;0.1;0.08907723426818848;[5, 0, 1, 0, 0, 0, 1, 1, 1];112;120
P9;20;0.75;0.1;0.0890657901763916;[2, 2, 1, 0, 0, 0, 1, 1, 1];112;120
P11;20;0.75;0.1;0.05107569694519043;[0, 2, 1];108;110
P14;20;0.75;0.1;0.18645620346069336;[0, 0, 0, 0, 1, 1, 0, 2, 0, 0, 0, 0, 1, 1, 1, 1];122;138
P17;20;0.75;0.1;0.11335182189941406;[403977, 155147, 184361, 104137, 111984, 389288, 142396, 213154, 199191, 113100, 65464, 46606, 50547, 35540];9222434;13874822
P20;20;0.75;0.1;0.09659385681152344;[496590, 223955, 549294, 713598, 662888, 2207911, 786766, 286910, 263149, 226088, 223300];23102163;37664025
P1;20;0.75;0.2;0.050759315490722656;[0, 2, 1];13;19
P3;20;0.75;0.2;0.05489969253540039;[2, 1, 2, 2];22;34
P4;20;0.75;0.2;0.07499885559082031;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.75;0.2;0.08002543449401855;[0, 1, 0, 2, 1, 1, 2, 1, 7];48;58
P8;20;0.75;0.2;0.09099078178405762;[0, 0, 0, 0, 1, 0, 1, 1, 1];117;120
P9;20;0.75;0.2;0.0900270938873291;[0, 0, 0, 0, 1, 0, 1, 1, 1];113;120
P11;20;0.75;0.2;0.05066847801208496;[0, 2, 1];108;110
P14;20;0.75;0.2;0.18926692008972168;[0, 1, 0, 2, 0, 1, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1];126;138
P17;20;0.75;0.2;0.11267209053039551;[336592, 90338, 190929, 257518, 152111, 286669, 161990, 588681, 35867, 127599, 27234, 66014, 50219, 32842];9152314;13819078
P20;20;0.75;0.2;0.09583210945129395;[366330, 640573, 614010, 509517, 264576, 1900996, 900122, 428402, 294233, 148577, 226211];23923547;37361899
P1;20;0.75;0.3;0.05096840858459473;[0, 2, 1];13;19
P3;20;0.75;0.3;0.056131839752197266;[2, 2, 2, 2];26;40
P4;20;0.75;0.3;0.07562804222106934;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.75;0.3;0.0810689926147461;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;20;0.75;0.3;0.08881139755249023;[2, 2, 1, 0, 0, 0, 1, 1, 1];113;120
P9;20;0.75;0.3;0.09009671211242676;[1, 2, 1, 0, 0, 0, 1, 1, 1];111;118
P11;20;0.75;0.3;0.0511012077331543;[0, 2, 1];108;110
P14;20;0.75;0.3;0.1893610954284668;[0, 0, 1, 1, 0, 1, 0, 2, 0, 1, 2, 1, 0, 0, 1, 1];118;138
P17;20;0.75;0.3;0.11632943153381348;[292190, 190131, 172491, 284501, 39575, 191304, 155198, 566704, 239885, 135120, 42258, 63175, 38019, 22480];9202048;13779381
P20;20;0.75;0.3;0.09673237800598145;[802678, 758684, 481520, 990370, 528445, 1854129, 620379, 368105, 207544, 224317, 137829];23624011;38310211
P1;20;0.85;0.1;0.049826860427856445;[0, 2, 1];13;19
P3;20;0.85;0.1;0.054319143295288086;[2, 1, 2, 2];22;34
P4;20;0.85;0.1;0.07357573509216309;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.85;0.1;0.07836246490478516;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;20;0.85;0.1;0.08762860298156738;[0, 0, 3, 0, 0, 0, 1, 1, 1];115;120
P9;20;0.85;0.1;0.08888435363769531;[0, 3, 1, 0, 0, 0, 1, 1, 1];112;119
P11;20;0.85;0.1;0.04987812042236328;[0, 2, 1];108;110
P14;20;0.85;0.1;0.1804060935974121;[2, 0, 0, 2, 0, 3, 0, 0, 0, 0, 2, 1, 0, 0, 1, 1];117;138
P17;20;0.85;0.1;0.11433148384094238;[327184, 194258, 67730, 178904, 71751, 455127, 172518, 675747, 199093, 20591, 61988, 66037, 46880, 33063];9047913;13711617
P20;20;0.85;0.1;0.09493088722229004;[978758, 539026, 645537, 805440, 702855, 362022, 883468, 379129, 272027, 186302, 203876];24051242;38944718
P1;20;0.85;0.2;0.04999423027038574;[0, 2, 1];13;19
P3;20;0.85;0.2;0.055490732192993164;[0, 2, 2, 2];24;34
P4;20;0.85;0.2;0.07470965385437012;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.85;0.2;0.07892346382141113;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;20;0.85;0.2;0.08609938621520996;[1, 0, 2, 0, 0, 0, 1, 1, 1];112;117
P9;20;0.85;0.2;0.08781695365905762;[1, 1, 0, 1, 0, 0, 1, 1, 1];113;120
P11;20;0.85;0.2;0.05040788650512695;[0, 2, 1];108;110
P14;20;0.85;0.2;0.1762220859527588;[0, 0, 1, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 1, 1, 1];117;126
P17;20;0.85;0.2;0.11197233200073242;[128620, 219557, 165522, 286885, 229471, 189280, 156136, 427325, 21741, 126555, 73393, 68719, 52752, 16366];9215803;13831672
P20;20;0.85;0.2;0.0936121940612793;[1167779, 615936, 622514, 963030, 101273, 1123359, 434735, 444117, 243552, 217376, 174845];23256195;36375572
P1;20;0.85;0.3;0.0510098934173584;[0, 2, 1];13;19
P3;20;0.85;0.3;0.05533194541931152;[2, 3, 1, 2];25;39
P4;20;0.85;0.3;0.07879972457885742;[0, 1, 1, 2, 2, 0, 1, 1];40;55
P6;20;0.85;0.3;0.07882261276245117;[0, 0, 1, 2, 1, 1, 2, 1, 6];47;58
P8;20;0.85;0.3;0.08770394325256348;[2, 0, 2, 0, 0, 0, 1, 1, 1];113;119
P9;20;0.85;0.3;0.08894896507263184;[0, 0, 1, 1, 0, 0, 1, 1, 1];113;120
P11;20;0.85;0.3;0.052385807037353516;[0, 2, 1];108;110
P14;20;0.85;0.3;0.19486474990844727;[1, 2, 1, 4, 0, 0, 1, 1, 5, 0, 0, 0, 0, 1, 0, 1];117;138
P17;20;0.85;0.3;0.11656618118286133;[399668, 202694, 108767, 306462, 106083, 432337, 40496, 134882, 250990, 95165, 78823, 41070, 46934, 35462];9024442;13625415
P20;20;0.85;0.3;0.09942126274108887;[917651, 530264, 575225, 984942, 649637, 2279435, 580656, 310334, 249039, 176297, 170069];23695959;39027097
P1;20;0.95;0.1;0.052515268325805664;[0, 2, 1];13;19
P3;20;0.95;0.1;0.059271812438964844;[1, 2, 1, 3];23;34
P4;20;0.95;0.1;0.0792090892791748;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.95;0.1;0.0830388069152832;[1, 1, 1, 1, 1, 1, 1, 1, 6];46;58
P8;20;0.95;0.1;0.09326672554016113;[2, 0, 2, 0, 0, 0, 1, 1, 1];113;119
P9;20;0.95;0.1;0.09024238586425781;[0, 1, 0, 1, 0, 0, 1, 1, 1];112;118
P11;20;0.95;0.1;0.05204939842224121;[0, 2, 1];108;110
P14;20;0.95;0.1;0.18111014366149902;[0, 2, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1];123;138
P17;20;0.95;0.1;0.11357307434082031;[1053, 50242, 196325, 346673, 216239, 410747, 157282, 160357, 111335, 92541, 89604, 56196, 38399, 36521];9170751;13435540
P20;20;0.95;0.1;0.1199648380279541;[1417165, 490955, 639275, 1018165, 474377, 816589, 427091, 438925, 223022, 179038, 207791];23425525;37830865
P1;20;0.95;0.2;0.05829596519470215;[0, 2, 1];13;19
P3;20;0.95;0.2;0.05956840515136719;[1, 2, 2, 2];25;37
P4;20;0.95;0.2;0.08051657676696777;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;20;0.95;0.2;0.08622312545776367;[2, 1, 1, 2, 1, 0, 3, 0, 6];46;58
P8;20;0.95;0.2;0.09476089477539062;[1, 2, 1, 0, 0, 0, 1, 1, 1];112;118
P9;20;0.95;0.2;0.09239935874938965;[1, 1, 0, 1, 0, 0, 1, 1, 1];113;120
P11;20;0.95;0.2;0.05209159851074219;[0, 2, 1];108;110
P14;20;0.95;0.2;0.1825103759765625;[2, 3, 0, 3, 0, 4, 0, 5, 0, 0, 0, 0, 0, 0, 1, 1];115;138
P17;20;0.95;0.2;0.12283635139465332;[173145, 93145, 102512, 187966, 210885, 395331, 156916, 686905, 98352, 130291, 58154, 66399, 49313, 27118];9084770;13859345
P20;20;0.95;0.2;0.09967422485351562;[1339241, 711936, 642765, 977269, 646352, 2139809, 484392, 252616, 176913, 134629, 194841];23428540;39046715
P1;20;0.95;0.3;0.053168535232543945;[0, 2, 1];13;19
P3;20;0.95;0.3;0.05675554275512695;[2, 1, 2, 2];22;34
P4;20;0.95;0.3;0.0768282413482666;[0, 0, 1, 1, 2, 1, 2, 1];40;58
P6;20;0.95;0.3;0.08489084243774414;[0, 0, 1, 2, 1, 1, 2, 1, 6];47;58
P8;20;0.95;0.3;0.09500789642333984;[2, 0, 2, 0, 0, 0, 1, 1, 1];113;119
P9;20;0.95;0.3;0.09891557693481445;[0, 1, 0, 1, 0, 0, 1, 1, 1];112;118
P11;20;0.95;0.3;0.053644657135009766;[0, 2, 1];108;110
P14;20;0.95;0.3;0.1862177848815918;[0, 1, 2, 0, 0, 1, 1, 1, 5, 0, 1, 0, 0, 0, 1, 1];119;138
P17;20;0.95;0.3;0.11429882049560547;[233991, 102592, 175877, 346079, 26468, 385327, 166886, 183493, 200903, 130070, 51627, 43404, 54513, 30217];9348706;13378397
P20;20;0.95;0.3;0.09824275970458984;[829516, 649727, 466902, 1006994, 241895, 1289803, 885987, 442468, 294305, 208282, 158635];24342987;38321706
P1;30;0.75;0.1;0.10075640678405762;[0, 2, 1];13;19
P3;30;0.75;0.1;0.11052656173706055;[3, 1, 1, 4];24;38
P4;30;0.75;0.1;0.16155505180358887;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.75;0.1;0.1565389633178711;[1, 1, 0, 1, 2, 0, 2, 1, 6];48;58
P8;30;0.75;0.1;0.16495466232299805;[0, 0, 0, 0, 1, 0, 1, 1, 1];117;120
P9;30;0.75;0.1;0.16684937477111816;[1, 1, 0, 1, 0, 0, 1, 1, 1];113;120
P11;30;0.75;0.1;0.09667086601257324;[0, 2, 1];108;110
P14;30;0.75;0.1;0.32897067070007324;[0, 1, 0, 1, 0, 4, 0, 1, 0, 0, 0, 0, 0, 1, 1, 1];119;129
P17;30;0.75;0.1;0.2403886318206787;[118194, 227070, 178493, 306330, 71595, 437608, 90659, 617171, 24545, 135852, 81870, 39524, 44092, 25723];9178746;13447607
P20;30;0.75;0.1;0.1991746425628662;[1473544, 744283, 642619, 979405, 532381, 1365807, 782999, 247183, 273685, 181438, 138707];24287982;40123183
P1;30;0.75;0.2;0.10279417037963867;[0, 2, 1];13;19
P3;30;0.75;0.2;0.11250758171081543;[2, 2, 2, 2];26;40
P4;30;0.75;0.2;0.15294361114501953;[0, 1, 2, 2, 1, 0, 2, 1];40;57
P6;30;0.75;0.2;0.20943784713745117;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;30;0.75;0.2;0.1749887466430664;[0, 0, 3, 0, 0, 0, 1, 1, 1];115;120
P9;30;0.75;0.2;0.1737346649169922;[1, 1, 0, 1, 0, 0, 1, 1, 1];113;120
P11;30;0.75;0.2;0.1026763916015625;[0, 2, 1];108;110
P14;30;0.75;0.2;0.3360326290130615;[1, 1, 2, 3, 0, 1, 0, 1, 5, 0, 0, 0, 0, 0, 1, 1];116;135
P17;30;0.75;0.2;0.24581360816955566;[315388, 155407, 163728, 312609, 28123, 428714, 118515, 554629, 122675, 128150, 47222, 42135, 53234, 26552];9205550;13546575
P20;30;0.75;0.2;0.20230484008789062;[1353010, 664605, 580956, 1057097, 198931, 2266656, 881203, 210607, 262874, 202448, 197840];25098041;40529593
P1;30;0.75;0.3;0.10059595108032227;[0, 2, 1];13;19
P3;30;0.75;0.3;0.10906291007995605;[0, 3, 1, 2];23;33
P4;30;0.75;0.3;0.1544649600982666;[0, 1, 1, 2, 2, 0, 1, 1];40;55
P6;30;0.75;0.3;0.16676974296569824;[0, 1, 2, 0, 1, 1, 1, 1, 6];47;58
P8;30;0.75;0.3;0.19878435134887695;[0, 1, 2, 0, 0, 0, 1, 1, 1];113;118
P9;30;0.75;0.3;0.17873239517211914;[1, 0, 0, 1, 0, 0, 1, 1, 1];111;117
P11;30;0.75;0.3;0.10264110565185547;[0, 2, 1];108;110
P14;30;0.75;0.3;0.34383702278137207;[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1];121;133
P17;30;0.75;0.3;0.2266685962677002;[18588, 136579, 192858, 337661, 221720, 90506, 149890, 327934, 110530, 96016, 47635, 68955, 54478, 35967];9120885;13331878
P20;30;0.75;0.3;0.19366145133972168;[1217372, 681009, 588865, 868459, 43620, 383485, 783672, 401674, 273417, 192503, 225246];23739968;36754086
P1;30;0.85;0.1;0.10057711601257324;[0, 2, 1];13;19
P3;30;0.85;0.1;0.10405278205871582;[1, 2, 1, 3];23;34
P4;30;0.85;0.1;0.1414964199066162;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.85;0.1;0.14986395835876465;[2, 1, 1, 2, 1, 0, 1, 1, 6];46;57
P8;30;0.85;0.1;0.16481995582580566;[0, 0, 3, 0, 0, 0, 1, 1, 1];115;120
P9;30;0.85;0.1;0.1622772216796875;[2, 0, 0, 1, 0, 0, 1, 1, 1];112;119
P11;30;0.85;0.1;0.09530496597290039;[0, 2, 1];108;110
P14;30;0.85;0.1;0.30911731719970703;[2, 0, 1, 0, 0, 3, 2, 1, 2, 0, 1, 0, 0, 0, 1, 1];116;136
P17;30;0.85;0.1;0.2122962474822998;[64317, 56951, 153082, 334906, 78527, 448378, 171535, 491632, 247964, 116563, 71451, 51662, 47729, 26307];9491249;13794734
P20;30;0.85;0.1;0.18047189712524414;[1440590, 584896, 459685, 1128033, 288947, 1331944, 895050, 427579, 161838, 163406, 196075];23734522;38326873
P1;30;0.85;0.2;0.09534502029418945;[0, 2, 1];13;19
P3;30;0.85;0.2;0.10557055473327637;[2, 1, 2, 3];25;38
P4;30;0.85;0.2;0.14514708518981934;[1, 1, 1, 2, 2, 0, 1, 1];41;58
P6;30;0.85;0.2;0.15114498138427734;[1, 1, 1, 2, 1, 0, 0, 2, 6];48;58
P8;30;0.85;0.2;0.1629936695098877;[0, 1, 2, 0, 0, 0, 1, 1, 1];113;118
P9;30;0.85;0.2;0.16463327407836914;[1, 1, 2, 0, 0, 0, 1, 1, 1];112;120
P11;30;0.85;0.2;0.09677577018737793;[0, 2, 1];108;110
P14;30;0.85;0.2;0.31265997886657715;[0, 0, 0, 1, 0, 0, 0, 7, 0, 0, 1, 0, 0, 1, 1, 1];120;133
P17;30;0.85;0.2;0.21397972106933594;[2542, 61715, 120229, 337279, 165330, 358855, 164650, 310708, 199379, 123637, 82333, 50772, 49922, 27005];9137597;13306731
P20;30;0.85;0.2;0.18275713920593262;[1454880, 709019, 593043, 994937, 698787, 1559835, 592768, 202334, 292728, 219159, 177256];24828220;41368595
P1;30;0.85;0.3;0.09711742401123047;[0, 2, 1];13;19
P3;30;0.85;0.3;0.10524487495422363;[0, 1, 3, 2];25;35
P4;30;0.85;0.3;0.14278125762939453;[0, 1, 1, 1, 2, 0, 2, 1];40;56
P6;30;0.85;0.3;0.15231728553771973;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;30;0.85;0.3;0.1645817756652832;[2, 2, 1, 0, 0, 0, 1, 1, 1];113;120
P9;30;0.85;0.3;0.1651010513305664;[0, 0, 1, 1, 0, 0, 1, 1, 1];113;120
P11;30;0.85;0.3;0.09896636009216309;[0, 2, 1];108;110
P14;30;0.85;0.3;0.3129689693450928;[0, 0, 0, 4, 0, 1, 0, 3, 2, 0, 0, 0, 0, 1, 1, 1];124;136
P17;30;0.85;0.3;0.21233415603637695;[374379, 211750, 192981, 69701, 145019, 243053, 150190, 433120, 111369, 101651, 87898, 57314, 50550, 18876];8936121;13690608
P20;30;0.85;0.3;0.18287444114685059;[878114, 732916, 509290, 531140, 648787, 1989906, 799033, 417701, 275760, 131774, 179843];23726441;39134877
P1;30;0.95;0.1;0.0944373607635498;[0, 2, 1];13;19
P3;30;0.95;0.1;0.10460686683654785;[3, 2, 1, 2];22;36
P4;30;0.95;0.1;0.1388564109802246;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.95;0.1;0.14905858039855957;[0, 0, 1, 2, 1, 1, 2, 1, 6];47;58
P8;30;0.95;0.1;0.16046571731567383;[0, 3, 1, 0, 0, 0, 1, 1, 1];113;119
P9;30;0.95;0.1;0.15994811058044434;[2, 0, 0, 1, 0, 0, 1, 1, 1];112;119
P11;30;0.95;0.1;0.09456777572631836;[0, 2, 1];108;110
P14;30;0.95;0.1;0.30287981033325195;[0, 1, 1, 2, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1];125;137
P17;30;0.95;0.1;0.20726656913757324;[14479, 218068, 181672, 172476, 34302, 316710, 87361, 500783, 237448, 129093, 47817, 61340, 52209, 36070];9230143;13231889
P20;30;0.95;0.1;0.17703843116760254;[1521871, 72992, 600341, 1087350, 717034, 1899821, 506962, 283667, 297192, 206327, 210081];23723424;39814718
P1;30;0.95;0.2;0.09641695022583008;[0, 2, 1];13;19
