nome;tamanho_populacao;taxa_crossover;taxa_mutacao;tempo;estado;valor;tamanho
P3;30;0.95;0.2;0.10333871841430664;[2, 3, 2, 1];27;42
P4;30;0.95;0.2;0.13896393775939941;[0, 1, 1, 2, 1, 1, 2, 1];39;58
P6;30;0.95;0.2;0.1484086513519287;[0, 1, 0, 2, 2, 0, 2, 1, 5];48;58
P8;30;0.95;0.2;0.16366338729858398;[1, 1, 2, 0, 0, 0, 1, 1, 1];114;120
P9;30;0.95;0.2;0.1627027988433838;[0, 0, 0, 0, 1, 0, 1, 1, 1];113;120
P11;30;0.95;0.2;0.09579610824584961;[0, 2, 1];108;110
P14;30;0.95;0.2;0.30301856994628906;[2, 0, 1, 1, 0, 1, 1, 0, 5, 1, 1, 0, 0, 0, 1, 1];117;138
P17;30;0.95;0.2;0.20959210395812988;[85040, 138114, 184939, 314741, 174997, 418961, 90841, 566069, 168614, 52500, 88026, 50054, 54224, 26939];9292356;13844955
P20;30;0.95;0.2;0.17780208587646484;[1469203, 693958, 575553, 949466, 374944, 1803733, 854602, 128184, 194771, 224788, 209977];24005522;39426937
P1;30;0.95;0.3;0.09648275375366211;[0, 2, 1];13;19
P3;30;0.95;0.3;0.10382556915283203;[1, 2, 1, 4];26;38
P4;30;0.95;0.3;0.14133167266845703;[0, 1, 1, 2, 2, 1, 0, 1];41;58
P6;30;0.95;0.3;0.14829754829406738;[0, 1, 1, 2, 1, 0, 2, 1, 6];47;56
P8;30;0.95;0.3;0.16234827041625977;[2, 2, 0, 0, 0, 0, 0, 2, 1];114;120
P9;30;0.95;0.3;0.16248726844787598;[1, 4, 0, 0, 0, 0, 1, 1, 1];112;119
P11;30;0.95;0.3;0.09731125831604004;[1, 3, 0];111;115
P14;30;0.95;0.3;0.3032059669494629;[1, 0, 1, 0, 1, 0, 0, 0, 2, 0, 1, 0, 0, 1, 1, 1];122;137
P17;30;0.95;0.3;0.20933794975280762;[214843, 186892, 133395, 177559, 115850, 296592, 144080, 343646, 198579, 121087, 83807, 53347, 51480, 27740];9209980;13675880
P20;30;0.95;0.3;0.17931365966796875;[888226, 746161, 526220, 937911, 669712, 2282011, 905325, 416600, 260392, 173060, 199406];26416103;43206947
